Tweet,Tweet_Normalized,Tweet_Tokenized,Tweet_Stopwords,Tweet_Stemmed,Suicide
terima kasih atas tautannya ke fastpitch,terima kasih atas tautannya ke fastpitch,"['terima', 'kasih', 'atas', 'tautannya', 'ke', 'fastpitch']","['terima', 'kasih', 'tautannya', 'fastpitch']","['terima', 'kasih', 'taut', 'fastpitch']",Not Suicide post
caugh caugh saya darth batman crossover paling cemerlang,caugh caugh saya darth batman crossover paling cemerlang,"['caugh', 'caugh', 'saya', 'darth', 'batman', 'crossover', 'paling', 'cemerlang']","['caugh', 'caugh', 'darth', 'batman', 'crossover', 'cemerlang']","['caugh', 'caugh', 'darth', 'batman', 'crossover', 'cemerlang']",Not Suicide post
"mengapa saya begitu lemah sehingga saya tidak bisa mengikuti selain itu bukan kesalahan pekerjaan baru saya sehingga saya mengambang dengan cara ini jadi mengapa saya harus menghukum mereka dengan melakukan cuti yang seharusnya lebih baik dari ini pada saat ini saya begitu takut untuk mengambil stres sehingga sekarang saya tidak tahu apa -apa yang tidak ada yang tidak ada yang tidak pernah saya kenal dengan teman -teman yang tidak ada yang tidak saya kenal dengan saya, saya tidak tahu bahwa saya tidak memiliki teman yang tidak ada yang tidak ada yang tidak pernah saya lakukan karena saya tidak punya teman, saya tidak tahu bahwa saya tidak punya teman, saya tidak tahu bahwa saya tidak punya teman. untuk diajak bicara tetapi ini bukan masalahnya, saya tidak akan mengadili dia dengan kelemahan saya, saya adalah orang yang pantas saya dapatkan ini","mengapa saya begitu lemah sehingga saya tidak bisa mengikuti selain itu bukan kesalahan pekerjaan baru saya sehingga saya mengambang dengan cara ini jadi mengapa saya harus menghukum mereka dengan melakukan cuti yang seharusnya lebih baik dari ini pada saat ini saya begitu takut untuk mengambil stres sehingga sekarang saya tidak tahu apa -apa yang tidak ada yang tidak ada yang tidak pernah saya kenal dengan teman -teman yang tidak ada yang tidak saya kenal dengan saya, saya tidak tahu bahwa saya tidak memiliki teman yang tidak ada yang tidak ada yang tidak pernah saya lakukan karena saya tidak punya teman, saya tidak tahu bahwa saya tidak punya teman, saya tidak tahu bahwa saya tidak punya teman. untuk diajak bicara tetapi ini bukan masalahnya, saya tidak akan mengadili dia dengan kelemahan saya, saya adalah orang yang pantas saya dapatkan ini","['mengapa', 'saya', 'begitu', 'lemah', 'sehingga', 'saya', 'tidak', 'bisa', 'mengikuti', 'selain', 'itu', 'bukan', 'kesalahan', 'pekerjaan', 'baru', 'saya', 'sehingga', 'saya', 'mengambang', 'dengan', 'cara', 'ini', 'jadi', 'mengapa', 'saya', 'harus', 'menghukum', 'mereka', 'dengan', 'melakukan', 'cuti', 'yang', 'seharusnya', 'lebih', 'baik', 'dari', 'ini', 'pada', 'saat', 'ini', 'saya', 'begitu', 'takut', 'untuk', 'mengambil', 'stres', 'sehingga', 'sekarang', 'saya', 'tidak', 'tahu', 'apa', '-apa', 'yang', 'tidak', 'ada', 'yang', 'tidak', 'ada', 'yang', 'tidak', 'pernah', 'saya', 'kenal', 'dengan', 'teman', '-teman', 'yang', 'tidak', 'ada', 'yang', 'tidak', 'saya', 'kenal', 'dengan', 'saya', ',', 'saya', 'tidak', 'tahu', 'bahwa', 'saya', 'tidak', 'memiliki', 'teman', 'yang', 'tidak', 'ada', 'yang', 'tidak', 'ada', 'yang', 'tidak', 'pernah', 'saya', 'lakukan', 'karena', 'saya', 'tidak', 'punya', 'teman', ',', 'saya', 'tidak', 'tahu', 'bahwa', 'saya', 'tidak', 'punya', 'teman', ',', 'saya', 'tidak', 'tahu', 'bahwa', 'saya', 'tidak', 'punya', 'teman', '.', 'untuk', 'diajak', 'bicara', 'tetapi', 'ini', 'bukan', 'masalahnya', ',', 'saya', 'tidak', 'akan', 'mengadili', 'dia', 'dengan', 'kelemahan', 'saya', ',', 'saya', 'adalah', 'orang', 'yang', 'pantas', 'saya', 'dapatkan', 'ini']","['lemah', 'mengikuti', 'kesalahan', 'pekerjaan', 'mengambang', 'menghukum', 'cuti', 'takut', 'mengambil', 'stres', '-apa', 'kenal', 'teman', '-teman', 'kenal', ',', 'memiliki', 'teman', 'lakukan', 'teman', ',', 'teman', ',', 'teman', '.', 'diajak', 'bicara', ',', 'mengadili', 'kelemahan', ',', 'orang', 'dapatkan']","['lemah', 'ikut', 'salah', 'kerja', 'ambang', 'hukum', 'cuti', 'takut', 'ambil', 'stres', '-apa', 'kenal', 'teman', '-teman', 'kenal', '', 'milik', 'teman', 'laku', 'teman', '', 'teman', '', 'teman', '', 'ajak', 'bicara', '', 'adil', 'lemah', '', 'orang', 'dapat']",Potential Suicide post
saya merasa sangat kesepian,saya merasa sangat kesepian,"['saya', 'merasa', 'sangat', 'kesepian']",['kesepian'],['sepi'],Potential Suicide post
saya hampir terjebak di himym saya menonton 3 4 episode dengan tadi malam ssssoooo good,saya hampir terjebak di himym saya menonton 3 4 episode dengan tadi malam ssssoooo good,"['saya', 'hampir', 'terjebak', 'di', 'himym', 'saya', 'menonton', '3', '4', 'episode', 'dengan', 'tadi', 'malam', 'ssssoooo', 'good']","['terjebak', 'himym', 'menonton', '3', '4', 'episode', 'malam', 'ssssoooo', 'good']","['jebak', 'himym', 'tonton', '3', '4', 'episode', 'malam', 'ssssoooo', 'good']",Not Suicide post
rt dan pelayan centurion tertentu yang disayangi dia sakit dan siap mati lukas 7 2,rt dan pelayan centurion tertentu yang disayangi dia sakit dan siap meninggal lukas 7 2,"['rt', 'dan', 'pelayan', 'centurion', 'tertentu', 'yang', 'disayangi', 'dia', 'sakit', 'dan', 'siap', 'meninggal', 'lukas', '7', '2']","['rt', 'pelayan', 'centurion', 'disayangi', 'sakit', 'meninggal', 'lukas', '7', '2']","['rt', 'layan', 'centurion', 'sayang', 'sakit', 'tinggal', 'lukas', '7', '2']",Potential Suicide post
pergi ke kota sekarang sampai jumpa nanti,pergi ke kota sekarang sampai jumpa nanti,"['pergi', 'ke', 'kota', 'sekarang', 'sampai', 'jumpa', 'nanti']","['pergi', 'kota', 'jumpa']","['pergi', 'kota', 'jumpa']",Not Suicide post
terima kasih telah menginspirasi orang untuk memeriksa tujuan besar yang mungkin tidak mereka kenal di luar sana,terima kasih telah menginspirasi orang untuk memeriksa tujuan besar yang mungkin tidak mereka kenal di luar sana,"['terima', 'kasih', 'telah', 'menginspirasi', 'orang', 'untuk', 'memeriksa', 'tujuan', 'besar', 'yang', 'mungkin', 'tidak', 'mereka', 'kenal', 'di', 'luar', 'sana']","['terima', 'kasih', 'menginspirasi', 'orang', 'memeriksa', 'tujuan', 'kenal']","['terima', 'kasih', 'inspirasi', 'orang', 'periksa', 'tuju', 'kenal']",Not Suicide post
lupa dia memiliki twitter dan senang mengetahui lebih banyak orang bergabung,lupa dia memiliki twitter dan senang mengetahui lebih banyak orang bergabung,"['lupa', 'dia', 'memiliki', 'twitter', 'dan', 'senang', 'mengetahui', 'lebih', 'banyak', 'orang', 'bergabung']","['lupa', 'memiliki', 'twitter', 'senang', 'orang', 'bergabung']","['lupa', 'milik', 'twitter', 'senang', 'orang', 'gabung']",Not Suicide post
sis jangan hidup saya bukan bagaimana menurut anda itu adalah hidup saya adalah sengsara,sis jangan hidup saya bukan bagaimana menurut anda itu adalah hidup saya adalah sengsara,"['sis', 'jangan', 'hidup', 'saya', 'bukan', 'bagaimana', 'menurut', 'anda', 'itu', 'adalah', 'hidup', 'saya', 'adalah', 'sengsara']","['sis', 'hidup', 'hidup', 'sengsara']","['sis', 'hidup', 'hidup', 'sengsara']",Potential Suicide post
ha bagus sangat seperti cinta ada di tv sekarang betapa lucu film,ha bagus sangat seperti cinta ada di tv sekarang betapa lucu film,"['ha', 'bagus', 'sangat', 'seperti', 'cinta', 'ada', 'di', 'tv', 'sekarang', 'betapa', 'lucu', 'film']","['ha', 'bagus', 'cinta', 'tv', 'betapa', 'lucu', 'film']","['ha', 'bagus', 'cinta', 'tv', 'betapa', 'lucu', 'film']",Not Suicide post
sahabat tetap tonite,sahabat tetap tonite,"['sahabat', 'tetap', 'tonite']","['sahabat', 'tonite']","['sahabat', 'tonite']",Not Suicide post
rt sialan ini hardcore aku benci diriku sendiri karena memanaskan begitu banyak oven terhadap gaya ap yang jelas,rt sialan ini hardcore saya benci diriku sendiri karena memanaskan begitu banyak oven terhadap gaya ap yang jelas,"['rt', 'sialan', 'ini', 'hardcore', 'saya', 'benci', 'diriku', 'sendiri', 'karena', 'memanaskan', 'begitu', 'banyak', 'oven', 'terhadap', 'gaya', 'ap', 'yang', 'jelas']","['rt', 'sialan', 'hardcore', 'benci', 'diriku', 'memanaskan', 'oven', 'gaya', 'ap']","['rt', 'sial', 'hardcore', 'benci', 'diri', 'panas', 'oven', 'gaya', 'ap']",Potential Suicide post
hahas menyebalkan menjadi kamu,hahas menyebalkan menjadi kamu,"['hahas', 'menyebalkan', 'menjadi', 'kamu']","['hahas', 'menyebalkan']","['hahas', 'sebal']",Not Suicide post
terima kasih wanita yang berharga semoga anda menerima itu dan jauh lebih banyak dari yang bisa anda harapkan atau bayangkan,terima kasih wanita yang berharga semoga anda menerima itu dan jauh lebih banyak dari yang bisa anda harapkan atau bayangkan,"['terima', 'kasih', 'wanita', 'yang', 'berharga', 'semoga', 'anda', 'menerima', 'itu', 'dan', 'jauh', 'lebih', 'banyak', 'dari', 'yang', 'bisa', 'anda', 'harapkan', 'atau', 'bayangkan']","['terima', 'kasih', 'wanita', 'berharga', 'semoga', 'menerima', 'harapkan', 'bayangkan']","['terima', 'kasih', 'wanita', 'harga', 'moga', 'terima', 'harap', 'bayang']",Not Suicide post
"waktunya telah tiba, saya akhirnya siap untuk mengakhiri semuanya setelah 25 tahun kehidupan yang memuakkan, saya siap untuk mengakhiri semua yang seharusnya saya lakukan lebih awal, tetapi hidup saya semua tentang mengatasi bahwa saya akan mati dengan depresi dan sebagai orang yang tidak bisa dikenakan di kota itu, saya tidak memiliki motivasi yang tidak memiliki motivasi yang tidak ada yang akan mati di kota itu.","waktunya telah tiba, saya akhirnya siap untuk mengakhiri semuanya setelah 25 tahun kehidupan yang memuakkan, saya siap untuk mengakhiri semua yang seharusnya saya lakukan lebih awal, tetapi hidup saya semua tentang mengatasi bahwa saya akan meninggal dengan depresi dan sebagai orang yang tidak bisa dikenakan di kota itu, saya tidak memiliki motivasi yang tidak memiliki motivasi yang tidak ada yang akan meninggal di kota itu.","['waktunya', 'telah', 'tiba', ',', 'saya', 'akhirnya', 'siap', 'untuk', 'mengakhiri', 'semuanya', 'setelah', '25', 'tahun', 'kehidupan', 'yang', 'memuakkan', ',', 'saya', 'siap', 'untuk', 'mengakhiri', 'semua', 'yang', 'seharusnya', 'saya', 'lakukan', 'lebih', 'awal', ',', 'tetapi', 'hidup', 'saya', 'semua', 'tentang', 'mengatasi', 'bahwa', 'saya', 'akan', 'meninggal', 'dengan', 'depresi', 'dan', 'sebagai', 'orang', 'yang', 'tidak', 'bisa', 'dikenakan', 'di', 'kota', 'itu', ',', 'saya', 'tidak', 'memiliki', 'motivasi', 'yang', 'tidak', 'memiliki', 'motivasi', 'yang', 'tidak', 'ada', 'yang', 'akan', 'meninggal', 'di', 'kota', 'itu', '.']","[',', '25', 'kehidupan', 'memuakkan', ',', 'lakukan', ',', 'hidup', 'mengatasi', 'meninggal', 'depresi', 'orang', 'dikenakan', 'kota', ',', 'memiliki', 'motivasi', 'memiliki', 'motivasi', 'meninggal', 'kota', '.']","['', '25', 'hidup', 'muak', '', 'laku', '', 'hidup', 'atas', 'tinggal', 'depresi', 'orang', 'kena', 'kota', '', 'milik', 'motivasi', 'milik', 'motivasi', 'tinggal', 'kota', '']",Potential Suicide post
tidak ada yang memberi selamat karena itu hanya tugas tetapi terima kasih saya tidak bekerja di grup maemo,tidak ada yang memberi selamat karena itu hanya tugas tetapi terima kasih saya tidak bekerja di grup maemo,"['tidak', 'ada', 'yang', 'memberi', 'selamat', 'karena', 'itu', 'hanya', 'tugas', 'tetapi', 'terima', 'kasih', 'saya', 'tidak', 'bekerja', 'di', 'grup', 'maemo']","['selamat', 'tugas', 'terima', 'kasih', 'grup', 'maemo']","['selamat', 'tugas', 'terima', 'kasih', 'grup', 'maemo']",Not Suicide post
i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault i have heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i have asked some at least then i could rest i wouldnt be tired i wouldnt be,i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault i have heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i have asked some at least then i could rest i wouldnt be tired i wouldnt be,"['i', 'am', 'so', 'tired', 'i', 'just', 'want', 'to', 'sleep', 'but', 'i', 'm', 'afraid', 'of', 'what', 'i', 'might', 'dream', 'of', 'i', 'guess', 'its', 'just', 'my', 'own', 'fault', 'i', 'guess', 'that', 'all', 'of', 'my', 'problems', 'are', 'my', 'own', 'fault', 'i', 'have', 'heard', 'thats', 'supposed', 'to', 'make', 'me', 'feel', 'better', 'because', 'it', 'means', 'i', 'can', 'work', 'to', 'get', 'better', 'and', 'change', 'things', 'it', 'only', 'makes', 'me', 'feel', 'worse', 'because', 'i', 'know', 'i', 'wont', 'people', 'wont', 'care', 'if', 'i', 'die', 'i', 'have', 'asked', 'some', 'at', 'least', 'then', 'i', 'could', 'rest', 'i', 'wouldnt', 'be', 'tired', 'i', 'wouldnt', 'be']","['i', 'am', 'so', 'tired', 'i', 'just', 'want', 'to', 'sleep', 'but', 'i', 'm', 'afraid', 'of', 'what', 'i', 'might', 'dream', 'of', 'i', 'guess', 'its', 'just', 'my', 'own', 'fault', 'i', 'guess', 'that', 'all', 'of', 'my', 'problems', 'are', 'my', 'own', 'fault', 'i', 'have', 'heard', 'thats', 'supposed', 'to', 'make', 'me', 'feel', 'better', 'because', 'it', 'means', 'i', 'can', 'work', 'to', 'get', 'better', 'and', 'change', 'things', 'it', 'only', 'makes', 'me', 'feel', 'worse', 'because', 'i', 'know', 'i', 'wont', 'people', 'wont', 'care', 'if', 'i', 'die', 'i', 'have', 'asked', 'some', 'at', 'least', 'then', 'i', 'could', 'rest', 'i', 'wouldnt', 'be', 'tired', 'i', 'wouldnt', 'be']","['i', 'am', 'so', 'tired', 'i', 'just', 'want', 'to', 'sleep', 'but', 'i', 'm', 'afraid', 'of', 'what', 'i', 'might', 'dream', 'of', 'i', 'guess', 'its', 'just', 'my', 'own', 'fault', 'i', 'guess', 'that', 'all', 'of', 'my', 'problems', 'are', 'my', 'own', 'fault', 'i', 'have', 'heard', 'thats', 'supposed', 'to', 'make', 'me', 'feel', 'better', 'because', 'it', 'means', 'i', 'can', 'work', 'to', 'get', 'better', 'and', 'change', 'things', 'it', 'only', 'makes', 'me', 'feel', 'worse', 'because', 'i', 'know', 'i', 'wont', 'people', 'wont', 'care', 'if', 'i', 'die', 'i', 'have', 'asked', 'some', 'at', 'least', 'then', 'i', 'could', 'rest', 'i', 'wouldnt', 'be', 'tired', 'i', 'wouldnt', 'be']",Potential Suicide post
"saya pikir momen saya akan datang, tampaknya potongan -potongan hidup saya sudah ditetapkan sehingga nasib sehingga ingin ibu saya akan meninggalkan rumah untuk sementara waktu karena pekerjaannya tampaknya menjadi kesempatan saya untuk bebas tidak ada yang peduli jika saya mati setiap hari saya bangun dan saya berpikir tentang bunuh diri dan bagaimana tidak pernah menikmati musik saya seperti yang saya pikirkan, saya akan menemukan orang yang saya pikirkan, saya tidak akan kehilangan musik. jijik hidup mungkin lebih baik tinggalkan tempat ini","saya pikir momen saya akan datang, tampaknya potongan -potongan hidup saya sudah ditetapkan sehingga nasib sehingga ingin ibu saya akan meninggalkan rumah untuk sementara waktu karena pekerjaannya tampaknya menjadi kesempatan saya untuk bebas tidak ada yang peduli jika saya meninggal setiap hari saya bangun dan saya berpikir tentang bunuh diri diri dan bagaimana tidak pernah menikmati musik saya seperti yang saya pikirkan, saya akan menemukan orang yang saya pikirkan, saya tidak akan kehilangan musik. jijik hidup mungkin lebih baik tinggalkan tempat ini","['saya', 'pikir', 'momen', 'saya', 'akan', 'datang', ',', 'tampaknya', 'potongan', '-potongan', 'hidup', 'saya', 'sudah', 'ditetapkan', 'sehingga', 'nasib', 'sehingga', 'ingin', 'ibu', 'saya', 'akan', 'meninggalkan', 'rumah', 'untuk', 'sementara', 'waktu', 'karena', 'pekerjaannya', 'tampaknya', 'menjadi', 'kesempatan', 'saya', 'untuk', 'bebas', 'tidak', 'ada', 'yang', 'peduli', 'jika', 'saya', 'meninggal', 'setiap', 'hari', 'saya', 'bangun', 'dan', 'saya', 'berpikir', 'tentang', 'bunuh', 'diri', 'diri', 'dan', 'bagaimana', 'tidak', 'pernah', 'menikmati', 'musik', 'saya', 'seperti', 'yang', 'saya', 'pikirkan', ',', 'saya', 'akan', 'menemukan', 'orang', 'yang', 'saya', 'pikirkan', ',', 'saya', 'tidak', 'akan', 'kehilangan', 'musik', '.', 'jijik', 'hidup', 'mungkin', 'lebih', 'baik', 'tinggalkan', 'tempat', 'ini']","['pikir', 'momen', ',', 'potongan', '-potongan', 'hidup', 'ditetapkan', 'nasib', 'meninggalkan', 'rumah', 'pekerjaannya', 'kesempatan', 'bebas', 'peduli', 'meninggal', 'bangun', 'berpikir', 'bunuh', 'menikmati', 'musik', 'pikirkan', ',', 'menemukan', 'orang', 'pikirkan', ',', 'kehilangan', 'musik', '.', 'jijik', 'hidup', 'tinggalkan']","['pikir', 'momen', '', 'potong', '-potongan', 'hidup', 'tetap', 'nasib', 'tinggal', 'rumah', 'kerja', 'sempat', 'bebas', 'peduli', 'tinggal', 'bangun', 'pikir', 'bunuh', 'nikmat', 'musik', 'pikir', '', 'temu', 'orang', 'pikir', '', 'hilang', 'musik', '', 'jijik', 'hidup', 'tinggal']",Potential Suicide post
"wow saya baru saja bangun dan ada tas di sebelah tempat tidur saya, saya benci alkohol yang terjadi malam ini terima kasih semua orang yang datang ke makan malam bday saya","wow saya baru saja bangun dan ada tas di sebelah tempat tidur saya, saya benci alkohol yang terjadi malam ini terima kasih semua orang yang datang ke makan malam bday saya","['wow', 'saya', 'baru', 'saja', 'bangun', 'dan', 'ada', 'tas', 'di', 'sebelah', 'tempat', 'tidur', 'saya', ',', 'saya', 'benci', 'alkohol', 'yang', 'terjadi', 'malam', 'ini', 'terima', 'kasih', 'semua', 'orang', 'yang', 'datang', 'ke', 'makan', 'malam', 'bday', 'saya']","['wow', 'bangun', 'tas', 'sebelah', 'tidur', ',', 'benci', 'alkohol', 'malam', 'terima', 'kasih', 'orang', 'makan', 'malam', 'bday']","['wow', 'bangun', 'tas', 'belah', 'tidur', '', 'benci', 'alkohol', 'malam', 'terima', 'kasih', 'orang', 'makan', 'malam', 'bday']",Not Suicide post
oh celana saya bergaul dengan orang -orang tua di inggris defo b up 4 1 ketika saya kembali,oh celana saya bergaul dengan orang -orang tua di inggris defo b up 4 1 ketika saya kembali,"['oh', 'celana', 'saya', 'bergaul', 'dengan', 'orang', '-orang', 'tua', 'di', 'inggris', 'defo', 'b', 'up', '4', '1', 'ketika', 'saya', 'kembali']","['oh', 'celana', 'bergaul', 'orang', '-orang', 'tua', 'inggris', 'defo', 'b', 'up', '4', '1']","['oh', 'celana', 'gaul', 'orang', '-orang', 'tua', 'inggris', 'defo', 'b', 'up', '4', '1']",Not Suicide post
whoa saya ingin beberapa juga,whoa saya ingin beberapa juga,"['whoa', 'saya', 'ingin', 'beberapa', 'juga']",['whoa'],['whoa'],Not Suicide post
faves time for bed selamat siang sampai jumpa di pagi hari jika anda menyukai waktu untuk tidur,faves time for bed selamat siang sampai jumpa di pagi hari jika anda menyukai waktu untuk tidur,"['faves', 'time', 'for', 'bed', 'selamat', 'siang', 'sampai', 'jumpa', 'di', 'pagi', 'hari', 'jika', 'anda', 'menyukai', 'waktu', 'untuk', 'tidur']","['faves', 'time', 'for', 'bed', 'selamat', 'siang', 'jumpa', 'pagi', 'menyukai', 'tidur']","['faves', 'time', 'for', 'bed', 'selamat', 'siang', 'jumpa', 'pagi', 'suka', 'tidur']",Not Suicide post
saya tidak ingin anda melihat lukisan itu sampai selesai,saya tidak ingin anda melihat lukisan itu sampai selesai,"['saya', 'tidak', 'ingin', 'anda', 'melihat', 'lukisan', 'itu', 'sampai', 'selesai']","['lukisan', 'selesai']","['lukis', 'selesai']",Not Suicide post
dia lelah,dia lelah,"['dia', 'lelah']",['lelah'],['lelah'],Not Suicide post
saya sangat lelah dengan cek gaji untuk membayar cek jika ada scammer yang ingin dm tolong lakukan,saya sangat lelah dengan cek gaji untuk membayar cek jika ada scammer yang ingin dm tolong lakukan,"['saya', 'sangat', 'lelah', 'dengan', 'cek', 'gaji', 'untuk', 'membayar', 'cek', 'jika', 'ada', 'scammer', 'yang', 'ingin', 'dm', 'tolong', 'lakukan']","['lelah', 'cek', 'gaji', 'membayar', 'cek', 'scammer', 'dm', 'tolong', 'lakukan']","['lelah', 'cek', 'gaji', 'bayar', 'cek', 'scammer', 'dm', 'tolong', 'laku']",Potential Suicide post
